67.184921,0.651938
90.087423,0.638714
90.184059,0.640662
112.925502,0.779182
134.704622,0.653556
180.630420,0.600246
202.546440,0.365993
224.389983,0.323191
270.235252,0.317341
292.046584,0.255228
293.242442,0.261031
315.077933,0.217651
67.184921,0.651938
90.087423,0.638714
90.184059,0.640662
112.925502,0.779182
134.704622,0.653556
180.630420,0.600246
202.546440,0.365993
224.389983,0.323191
270.235252,0.317341
292.046584,0.255228
293.242442,0.261031
315.077933,0.217651
67.184921,0.651938
90.087423,0.638714
90.184059,0.640662
112.925502,0.779182
134.704622,0.653556
180.630420,0.600246
202.546440,0.365993
224.389983,0.323191
270.235252,0.317341
292.046584,0.255228
293.242442,0.261031
315.077933,0.217651
67.184921,0.651938
90.087423,0.638714
90.184059,0.640662
112.925502,0.779182
134.704622,0.653556
180.630420,0.600246
202.546440,0.365993
224.389983,0.323191
270.235252,0.317341
292.046584,0.255228
293.242442,0.261031
315.077933,0.217651
67.184921,0.651938
90.087423,0.638714
90.184059,0.640662
112.925502,0.779182
134.704622,0.653556
180.630420,0.600246
202.546440,0.365993
224.389983,0.323191
270.235252,0.317341
292.046584,0.255228
293.242442,0.261031
315.077933,0.217651
67.184921,0.651938
90.087423,0.638714
90.184059,0.640662
112.925502,0.779182
134.704622,0.653556
180.630420,0.600246
202.546440,0.365993
224.389983,0.323191
270.235252,0.317341
292.046584,0.255228
293.242442,0.261031
315.077933,0.217651
67.184921,0.651938
90.087423,0.638714
90.184059,0.640662
112.925502,0.779182
134.704622,0.653556
180.630420,0.600246
202.546440,0.365993
224.389983,0.323191
270.235252,0.317341
292.046584,0.255228
293.242442,0.261031
315.077933,0.217651
67.184921,0.651938
90.087423,0.638714
90.184059,0.640662
112.925502,0.779182
134.704622,0.653556
180.630420,0.600246
202.546440,0.365993
224.389983,0.323191
270.235252,0.317341
292.046584,0.255228
293.242442,0.261031
315.077933,0.217651
67.184921,0.651938
90.087423,0.638714
90.184059,0.640662
112.925502,0.779182
134.704622,0.653556
180.630420,0.600246
202.546440,0.365993
224.389983,0.323191
270.235252,0.317341
292.046584,0.255228
293.242442,0.261031
315.077933,0.217651
67.184921,0.651938
90.087423,0.638714
90.184059,0.640662
112.925502,0.779182
134.704622,0.653556
180.630420,0.600246
202.546440,0.365993
224.389983,0.323191
270.235252,0.317341
292.046584,0.255228
293.242442,0.261031
315.077933,0.217651
67.184921,0.651938
90.087423,0.638714
90.184059,0.640662
112.925502,0.779182
134.704622,0.653556
180.630420,0.600246
202.546440,0.365993
224.389983,0.323191
270.235252,0.317341
292.046584,0.255228
293.242442,0.261031
315.077933,0.217651
67.184921,0.651938
90.087423,0.638714
90.184059,0.640662
112.925502,0.779182
134.704622,0.653556
180.630420,0.600246
202.546440,0.365993
224.389983,0.323191
270.235252,0.317341
292.046584,0.255228
293.242442,0.261031
315.077933,0.217651
67.184921,0.651938
90.087423,0.638714
90.184059,0.640662
112.925502,0.779182
134.704622,0.653556
180.630420,0.600246
202.546440,0.365993
224.389983,0.323191
270.235252,0.317341
292.046584,0.255228
293.242442,0.261031
315.077933,0.217651
67.184921,0.651938
90.087423,0.638714
90.184059,0.640662
112.925502,0.779182
134.704622,0.653556
180.630420,0.600246
202.546440,0.365993
224.389983,0.323191
270.235252,0.317341
292.046584,0.255228
293.242442,0.261031
315.077933,0.217651
67.184921,0.651938
90.087423,0.638714
90.184059,0.640662
112.925502,0.779182
134.704622,0.653556
180.630420,0.600246
202.546440,0.365993
224.389983,0.323191
270.235252,0.317341
292.046584,0.255228
293.242442,0.261031
315.077933,0.217651
67.184921,0.651938
90.087423,0.638714
90.184059,0.640662
112.925502,0.779182
134.704622,0.653556
180.630420,0.600246
202.546440,0.365993
224.389983,0.323191
270.235252,0.317341
292.046584,0.255228
293.242442,0.261031
315.077933,0.217651
67.184921,0.651938
90.087423,0.638714
90.184059,0.640662
112.925502,0.779182
134.704622,0.653556
180.630420,0.600246
202.546440,0.365993
224.389983,0.323191
270.235252,0.317341
292.046584,0.255228
293.242442,0.261031
315.077933,0.217651
67.184921,0.651938
90.087423,0.638714
90.184059,0.640662
112.925502,0.779182
134.704622,0.653556
180.630420,0.600246
202.546440,0.365993
224.389983,0.323191
270.235252,0.317341
292.046584,0.255228
293.242442,0.261031
315.077933,0.217651
67.184921,0.651938
90.087423,0.638714
90.184059,0.640662
112.925502,0.779182
134.704622,0.653556
180.630420,0.600246
202.546440,0.365993
224.389983,0.323191
270.235252,0.317341
292.046584,0.255228
293.242442,0.261031
315.077933,0.217651
67.184921,0.651938
90.087423,0.638714
90.184059,0.640662
112.925502,0.779182
134.704622,0.653556
180.630420,0.600246
202.546440,0.365993
224.389983,0.323191
270.235252,0.317341
292.046584,0.255228
293.242442,0.261031
315.077933,0.217651
67.184921,0.651938
90.087423,0.638714
90.184059,0.640662
112.925502,0.779182
134.704622,0.653556
180.630420,0.600246
202.546440,0.365993
224.389983,0.323191
270.235252,0.317341
292.046584,0.255228
293.242442,0.261031
315.077933,0.217651
67.184921,0.651938
90.087423,0.638714
90.184059,0.640662
112.925502,0.779182
134.704622,0.653556
180.630420,0.600246
202.546440,0.365993
224.389983,0.323191
270.235252,0.317341
292.046584,0.255228
293.242442,0.261031
315.077933,0.217651
67.184921,0.651938
90.087423,0.638714
90.184059,0.640662
112.925502,0.779182
134.704622,0.653556
180.630420,0.600246
202.546440,0.365993
224.389983,0.323191
270.235252,0.317341
292.046584,0.255228
293.242442,0.261031
315.077933,0.217651
